customer_id,signup_date,is_activated,has_active_sub,last_seen,days_since_signup,days_since_last_seen,stage
C00912,2025-09-19,True,True,2025-12-04,84,8,Retained
C00913,2025-10-26,True,False,2025-11-01,47,41,Dormant
C00914,2025-10-30,True,False,2025-11-04,43,38,Dormant
C00915,2025-11-18,True,True,2025-11-30,24,12,Retained
C00916,2025-07-24,False,False,2025-07-24,141,141,Churned
C00917,2025-11-07,True,True,2025-11-11,35,31,Retained
C00918,2025-09-12,False,False,2026-02-21,91,-71,Churned
C00919,2025-05-07,False,False,2025-05-07,219,219,Churned
C00920,2025-09-24,False,False,2025-09-24,79,79,Churned
C00921,2025-08-24,True,False,2025-09-04,110,99,Dormant
C00922,2025-01-31,True,True,2025-02-10,315,305,Retained
C00923,2025-12-06,True,True,2025-12-09,6,3,Retained
C00924,2025-07-26,True,False,2025-07-29,139,136,Dormant
C00925,2024-12-31,False,False,2025-02-16,346,299,Churned
C00926,2025-01-14,True,True,2025-01-28,332,318,Retained
C00927,2025-05-20,False,True,2025-05-20,206,206,Retained
C00928,2025-12-10,True,False,2025-12-14,2,-2,Engagement
C00929,2025-06-27,False,False,2026-01-02,168,-21,Churned
C00930,2025-01-27,False,False,2025-04-15,319,241,Churned
C00931,2025-07-05,True,True,2025-11-26,160,16,Retained
C00932,2025-11-08,True,False,2025-11-17,34,25,Engagement
C00933,2025-04-29,False,True,2025-07-31,227,134,Retained
C00934,2024-12-19,True,False,2025-04-06,358,250,Dormant
C00935,2025-07-24,False,True,2025-07-24,141,141,Retained
C00936,2025-03-10,False,False,2025-03-10,277,277,Churned
C00937,2025-02-03,True,False,2025-02-10,312,305,Dormant
C00938,2025-09-09,False,False,2025-09-09,94,94,Churned
C00939,2024-12-29,False,False,2024-12-29,348,348,Churned
C00940,2025-06-22,True,False,2025-06-29,173,166,Dormant
C00941,2025-04-15,True,False,2025-04-29,241,227,Dormant
C00942,2025-05-29,True,True,2025-06-07,197,188,Retained
C00943,2025-01-14,False,False,2025-01-14,332,332,Churned
C00944,2025-12-11,False,False,2026-02-10,1,-60,Acquisition
C00945,2025-01-02,True,False,2025-04-04,344,252,Dormant
C00946,2025-08-18,True,False,2025-08-30,116,104,Dormant
C00947,2025-01-27,True,True,2025-02-03,319,312,Retained
C00948,2025-04-09,True,False,2025-04-13,247,243,Dormant
C00949,2025-06-22,True,False,2025-06-22,173,173,Dormant
C00950,2025-09-03,True,False,2025-09-13,100,90,Dormant
C00951,2025-05-01,False,False,2025-05-01,225,225,Churned
C00952,2025-10-08,False,False,2025-10-08,65,65,Churned
C00953,2025-03-17,True,False,2025-03-27,270,260,Dormant
C00954,2025-02-27,False,False,2025-02-27,288,288,Churned
C00955,2025-02-26,True,True,2025-03-05,289,282,Retained
C00956,2025-09-28,True,True,2025-10-12,75,61,Retained
C00957,2025-10-06,False,False,2026-03-01,67,-79,Churned
C00958,2025-11-28,True,False,2025-11-28,14,14,Engagement
C00959,2025-11-01,True,False,2025-11-08,41,34,Dormant
C00960,2025-05-22,False,False,2025-05-22,204,204,Churned
C00961,2025-08-24,False,False,2025-08-24,110,110,Churned
C00962,2025-10-31,False,True,2025-10-31,42,42,Retained
C00963,2025-06-29,False,False,2025-06-29,166,166,Churned
C00964,2025-11-16,True,True,2025-11-21,26,21,Retained
C00965,2025-09-29,False,False,2025-09-29,74,74,Churned
C00966,2025-07-24,True,False,2025-07-24,141,141,Dormant
C00967,2025-09-30,True,False,2025-10-11,73,62,Dormant
C00968,2025-05-03,False,False,2025-05-03,223,223,Churned
C00969,2025-06-13,True,True,2025-06-25,182,170,Retained
C00970,2025-01-12,False,False,2025-01-12,334,334,Churned
C00971,2025-05-13,False,False,2025-05-13,213,213,Churned
C00972,2025-09-02,True,False,2025-09-14,101,89,Dormant
C00973,2024-12-13,True,False,2024-12-23,364,354,Dormant
C00974,2025-12-09,False,True,2025-12-09,3,3,Retained
C00975,2025-07-16,True,False,2025-07-26,149,139,Dormant
C00976,2025-02-01,True,False,2025-02-06,314,309,Dormant
C00977,2025-06-28,True,False,2025-07-04,167,161,Dormant
C00978,2025-04-28,True,False,2025-05-11,228,215,Dormant
C00979,2025-02-26,False,True,2025-02-26,289,289,Retained
C00980,2025-03-24,True,False,2025-03-27,263,260,Dormant
C00981,2025-06-25,False,False,2025-06-25,170,170,Churned
C00982,2025-01-25,True,False,2025-01-27,321,319,Dormant
C00983,2025-09-04,True,False,2025-09-18,99,85,Dormant
C00984,2025-08-24,False,False,2025-08-24,110,110,Churned
C00985,2025-05-04,True,False,2025-05-16,222,210,Dormant
C00986,2025-04-04,False,False,2025-04-04,252,252,Churned
C00987,2025-08-11,False,True,2025-08-11,123,123,Retained
C00988,2025-03-05,False,False,2025-03-05,282,282,Churned
C00989,2025-04-10,True,False,2025-04-16,246,240,Dormant
C00990,2025-01-01,False,False,2025-01-01,345,345,Churned
C00991,2025-08-11,True,False,2025-08-19,123,115,Dormant
C00992,2025-02-03,False,False,2025-07-04,312,161,Churned
C00993,2025-08-04,True,False,2025-08-09,130,125,Dormant
C00994,2025-11-25,False,False,2026-04-22,17,-131,Churned
C00995,2025-12-07,False,False,2025-12-07,5,5,Acquisition
C00996,2025-06-11,True,False,2025-10-19,184,54,Dormant
C00997,2025-04-12,False,False,2025-04-12,244,244,Churned
C00998,2025-06-19,True,False,2025-06-29,176,166,Dormant
C00999,2025-06-14,True,False,2025-06-16,181,179,Dormant
C01000,2025-03-27,False,False,2025-03-27,260,260,Churned
C01001,2025-10-16,False,False,2025-10-16,57,57,Churned
C01002,2025-07-03,False,True,2025-07-03,162,162,Retained
C01003,2025-06-24,True,False,2025-07-02,171,163,Dormant
C01004,2025-03-02,False,False,2025-03-02,285,285,Churned
C01005,2025-07-17,False,False,2025-07-17,148,148,Churned
C01006,2025-09-27,True,False,2025-10-08,76,65,Dormant
C01007,2025-11-23,True,True,2025-12-04,19,8,Retained
C01008,2025-03-28,False,True,2025-03-28,259,259,Retained
C01009,2025-11-26,True,False,2025-11-30,16,12,Engagement
C01010,2025-03-03,False,False,2025-03-03,284,284,Churned
C01011,2025-04-24,False,True,2025-04-24,232,232,Retained
C01012,2025-05-10,False,False,2025-05-10,216,216,Churned
C01013,2025-08-08,True,False,2025-10-28,126,45,Dormant
C01014,2025-05-28,True,False,2025-06-19,198,176,Dormant
C01015,2025-11-29,False,False,2025-11-29,13,13,Acquisition
C01016,2025-07-28,False,False,2025-12-05,137,7,Churned
C01017,2025-06-24,True,False,2025-07-29,171,136,Dormant
C01018,2025-07-04,True,False,2025-07-12,161,153,Dormant
C01019,2025-01-17,True,False,2025-07-29,329,136,Dormant
C01020,2025-07-01,False,True,2025-07-01,164,164,Retained
C01021,2025-10-11,True,True,2025-10-12,62,61,Retained
C01022,2025-02-03,True,False,2025-02-12,312,303,Dormant
C01023,2025-09-19,True,True,2026-02-24,84,-74,Retained
C01024,2025-06-03,False,True,2025-06-03,192,192,Retained
C01025,2025-02-01,True,False,2025-02-12,314,303,Dormant
C01026,2025-06-09,False,False,2025-06-09,186,186,Churned
C01027,2025-02-25,True,False,2025-03-02,290,285,Dormant
C01028,2025-05-14,True,False,2025-05-22,212,204,Dormant
C01029,2025-08-02,False,True,2025-08-02,132,132,Retained
C01030,2025-01-06,True,False,2025-01-10,340,336,Dormant
C01031,2025-05-07,True,True,2025-08-25,219,109,Retained
C01032,2025-08-18,True,False,2026-02-05,116,-55,Engagement
C01033,2025-08-27,True,False,2025-08-27,107,107,Dormant
C01034,2025-11-23,True,False,2025-12-07,19,5,Engagement
C01035,2025-11-01,True,False,2025-11-04,41,38,Dormant
C01036,2025-10-22,False,True,2025-10-22,51,51,Retained
C01037,2025-10-11,False,False,2025-10-11,62,62,Churned
C01038,2025-01-16,False,True,2025-02-10,330,305,Retained
C01039,2025-04-02,True,False,2025-07-25,254,140,Dormant
C01040,2025-06-14,False,False,2025-06-14,181,181,Churned
C01041,2025-01-02,False,True,2025-01-02,344,344,Retained
C01042,2025-09-24,True,True,2026-01-04,79,-23,Retained
C01043,2025-11-19,True,False,2025-11-30,23,12,Engagement
C01044,2025-08-27,True,False,2025-09-01,107,102,Dormant
C01045,2025-04-24,True,False,2025-05-02,232,224,Dormant
C01046,2025-10-14,False,False,2025-10-14,59,59,Churned
C01047,2025-10-27,True,False,2025-11-01,46,41,Dormant
C01048,2025-10-12,False,False,2025-10-12,61,61,Churned
C01049,2025-11-26,False,False,2026-03-03,16,-81,Churned
C01050,2025-08-13,True,False,2025-08-24,121,110,Dormant
C01051,2025-05-06,True,False,2025-05-19,220,207,Dormant
C01052,2025-10-09,False,False,2025-10-09,64,64,Churned
C01053,2025-03-01,True,False,2025-09-02,286,101,Dormant
C01054,2025-01-25,False,True,2025-01-25,321,321,Retained
C01055,2025-06-17,True,False,2025-06-28,178,167,Dormant
C01056,2025-06-04,False,False,2025-06-04,191,191,Churned
C01057,2025-03-05,True,True,2025-03-18,282,269,Retained
C01058,2025-08-15,True,True,2025-12-03,119,9,Retained
C01059,2025-11-27,False,False,2025-11-27,15,15,Churned
C01060,2025-07-04,True,False,2025-07-07,161,158,Dormant
C01061,2025-07-02,True,False,2025-07-04,163,161,Dormant
C01062,2025-09-21,True,False,2025-09-28,82,75,Dormant
C01063,2025-04-15,False,False,2025-04-15,241,241,Churned
C01064,2025-10-28,True,True,2025-10-30,45,43,Retained
C01065,2025-06-07,True,False,2025-06-12,188,183,Dormant
C01066,2025-11-15,True,False,2025-11-27,27,15,Engagement
C01067,2025-08-12,False,False,2025-09-19,122,84,Churned
C01068,2025-09-14,False,False,2025-09-14,89,89,Churned
C01069,2025-10-16,True,False,2025-10-30,57,43,Dormant
C01070,2025-06-25,False,True,2025-06-25,170,170,Retained
C01071,2025-11-26,True,False,2025-12-02,16,10,Engagement
C01072,2024-12-16,True,False,2024-12-23,361,354,Dormant
C01073,2024-12-16,True,False,2024-12-19,361,358,Dormant
C01074,2025-01-25,True,False,2025-02-07,321,308,Dormant
C01075,2025-05-23,True,False,2025-05-26,203,200,Dormant
C01076,2025-03-27,False,False,2025-03-27,260,260,Churned
C01077,2025-08-29,True,False,2025-09-07,105,96,Dormant
C01078,2025-05-18,True,False,2025-09-08,208,95,Dormant
C01079,2025-09-17,False,False,2025-09-17,86,86,Churned
C01080,2025-10-10,True,False,2025-12-25,63,-13,Engagement
C01081,2025-10-16,True,False,2025-10-28,57,45,Dormant
C01082,2024-12-30,True,False,2025-01-10,347,336,Dormant
C01083,2025-09-12,False,False,2025-09-12,91,91,Churned
C01084,2025-11-13,False,False,2025-11-13,29,29,Churned
C01085,2025-08-25,True,False,2025-09-06,109,97,Dormant
C01086,2025-09-04,False,False,2025-09-04,99,99,Churned
C01087,2025-09-24,True,False,2025-09-29,79,74,Dormant
C01088,2025-04-18,True,False,2025-05-02,238,224,Dormant
C01089,2025-08-07,True,False,2025-08-11,127,123,Dormant
C01090,2025-08-29,True,True,2025-09-08,105,95,Retained
C01091,2025-02-24,True,False,2025-03-09,291,278,Dormant
C01092,2025-06-24,True,False,2025-06-27,171,168,Dormant
C01093,2025-05-11,False,False,2025-05-11,215,215,Churned
C01094,2025-10-19,False,True,2026-02-11,54,-61,Retained
C01095,2025-07-14,False,True,2025-07-14,151,151,Retained
C01096,2025-01-14,True,True,2025-01-16,332,330,Retained
C01097,2025-08-01,True,False,2025-08-01,133,133,Dormant
C01098,2025-10-05,False,False,2025-10-05,68,68,Churned
C01099,2025-11-04,False,False,2025-11-04,38,38,Churned
C01100,2025-02-06,True,True,2025-06-29,309,166,Retained
C01101,2025-05-06,False,True,2025-09-21,220,82,Retained
C01102,2025-10-14,True,True,2025-12-26,59,-14,Retained
C01103,2025-05-22,False,False,2025-05-22,204,204,Churned
C01104,2025-03-26,True,True,2025-03-29,261,258,Retained
C01105,2025-11-05,True,False,2025-11-09,37,33,Dormant
C01106,2025-01-13,False,False,2025-01-13,333,333,Churned
C01107,2025-10-13,False,True,2025-10-13,60,60,Retained
C01108,2025-11-18,True,False,2026-04-14,24,-123,Engagement
C01109,2025-01-02,True,True,2025-01-05,344,341,Retained
C01110,2025-01-20,False,False,2025-01-20,326,326,Churned
C01111,2025-09-01,False,True,2025-09-01,102,102,Retained
C01112,2024-12-22,True,False,2024-12-29,355,348,Dormant
C01113,2025-09-20,True,False,2025-09-24,83,79,Dormant
C01114,2025-10-15,True,False,2025-10-23,58,50,Dormant
C01115,2025-05-07,True,False,2025-05-18,219,208,Dormant
C01116,2025-11-22,True,False,2026-03-03,20,-81,Engagement
C01117,2024-12-15,True,False,2025-02-14,362,301,Dormant
C01118,2025-03-09,True,True,2025-03-13,278,274,Retained
C01119,2025-03-28,False,False,2025-03-28,259,259,Churned
C01120,2025-06-26,True,False,2025-09-25,169,78,Dormant
C01121,2025-10-29,False,False,2025-10-29,44,44,Churned
C01122,2025-07-23,True,False,2025-08-05,142,129,Dormant
C01123,2024-12-29,False,True,2024-12-29,348,348,Retained
C01124,2025-05-25,False,False,2025-05-25,201,201,Churned
C01125,2025-12-11,False,True,2025-12-11,1,1,Retained
C01126,2025-01-29,True,True,2025-02-10,317,305,Retained
C01127,2025-11-19,False,False,2025-11-19,23,23,Churned
C01128,2025-10-07,True,False,2026-02-10,66,-60,Engagement
C01129,2025-06-02,True,True,2025-10-16,193,57,Retained
C01130,2025-12-06,True,True,2025-12-20,6,-8,Retained
C01131,2025-10-11,True,True,2025-10-14,62,59,Retained
C01132,2025-06-08,True,True,2025-06-18,187,177,Retained
C01133,2025-04-08,False,False,2025-04-08,248,248,Churned
C01134,2024-12-25,True,False,2025-06-01,352,194,Dormant
C01135,2025-09-01,False,False,2025-09-01,102,102,Churned
C01136,2025-04-25,False,False,2025-04-25,231,231,Churned
C01137,2025-04-02,False,False,2025-07-30,254,135,Churned
C01138,2025-01-10,True,False,2025-03-28,336,259,Dormant
C01139,2025-04-26,False,False,2025-09-06,230,97,Churned
C01140,2025-03-24,True,False,2025-03-29,263,258,Dormant
C01141,2025-06-10,False,False,2025-06-10,185,185,Churned
C01142,2025-09-15,False,False,2025-09-15,88,88,Churned
C01143,2025-10-22,True,False,2026-01-01,51,-20,Engagement
C01144,2025-02-02,False,True,2025-06-27,313,168,Retained
C01145,2025-01-09,True,False,2025-01-17,337,329,Dormant
C01146,2025-04-22,False,True,2025-04-22,234,234,Retained
C01147,2025-10-18,False,False,2025-10-18,55,55,Churned
C01148,2025-06-15,False,False,2025-06-15,180,180,Churned
C01149,2025-08-26,False,False,2025-08-26,108,108,Churned
C01150,2025-11-12,True,False,2025-11-18,30,24,Engagement
C01151,2025-05-18,True,False,2025-09-23,208,80,Dormant
C01152,2025-08-13,True,False,2025-08-20,121,114,Dormant
C01153,2025-11-30,True,False,2025-12-06,12,6,Engagement
C01154,2025-11-17,False,True,2026-02-21,25,-71,Retained
C01155,2025-08-14,True,False,2025-08-26,120,108,Dormant
C01156,2025-02-16,False,False,2025-02-16,299,299,Churned
C01157,2025-09-07,False,False,2025-09-07,96,96,Churned
C01158,2025-03-13,False,False,2025-03-13,274,274,Churned
C01159,2025-08-10,False,False,2025-09-18,124,85,Churned
C01160,2025-07-19,True,False,2025-07-28,146,137,Dormant
C01161,2025-07-06,True,False,2025-07-07,159,158,Dormant
C01162,2025-02-26,True,False,2025-03-05,289,282,Dormant
C01163,2025-10-05,True,False,2025-10-16,68,57,Dormant
C01164,2025-04-20,False,False,2025-04-20,236,236,Churned
C01165,2025-10-22,True,False,2025-11-04,51,38,Dormant
C01166,2025-03-06,True,False,2025-03-18,281,269,Dormant
C01167,2025-01-30,False,False,2025-01-30,316,316,Churned
C01168,2025-11-10,True,False,2025-11-13,32,29,Engagement
C01169,2025-10-09,True,False,2025-10-19,64,54,Dormant
C01170,2025-08-18,False,False,2025-08-18,116,116,Churned
C01171,2025-04-15,True,False,2025-07-09,241,156,Dormant
C01172,2025-09-06,True,False,2026-02-27,97,-77,Engagement
C01173,2025-04-30,True,True,2025-05-02,226,224,Retained
C01174,2025-03-23,True,False,2025-03-26,264,261,Dormant
C01175,2025-01-08,True,False,2025-01-17,338,329,Dormant
C01176,2025-02-15,True,False,2025-02-27,300,288,Dormant
C01177,2025-03-26,True,False,2025-09-17,261,86,Dormant
C01178,2025-06-29,False,True,2025-06-29,166,166,Retained
C01179,2025-09-12,True,False,2025-09-22,91,81,Dormant
C01180,2025-02-26,True,False,2025-03-01,289,286,Dormant
C01181,2025-05-18,False,True,2025-05-18,208,208,Retained
C01182,2025-01-08,False,False,2025-01-08,338,338,Churned
C01183,2025-08-01,False,True,2025-08-01,133,133,Retained
C01184,2025-09-02,False,False,2026-02-08,101,-58,Churned
C01185,2025-02-14,False,True,2025-03-29,301,258,Retained
C01186,2024-12-24,True,False,2025-01-01,353,345,Dormant
C01187,2025-06-26,True,False,2025-07-10,169,155,Dormant
C01188,2025-08-04,False,False,2025-08-04,130,130,Churned
C01189,2025-09-26,True,False,2025-10-05,77,68,Dormant
C01190,2025-08-05,True,True,2026-01-02,129,-21,Retained
C01191,2025-07-28,True,False,2025-08-09,137,125,Dormant
C01192,2025-05-08,True,False,2025-09-19,218,84,Dormant
C01193,2025-04-05,False,False,2025-04-05,251,251,Churned
C01194,2024-12-17,False,True,2024-12-17,360,360,Retained
C01195,2025-05-24,True,False,2025-11-08,202,34,Dormant
C01196,2025-04-23,False,False,2025-04-23,233,233,Churned
C01197,2025-06-14,True,True,2025-06-21,181,174,Retained
C01198,2025-11-26,False,False,2025-11-26,16,16,Churned
C01199,2025-07-11,True,False,2026-01-19,154,-38,Engagement
C01200,2025-09-22,True,False,2026-04-01,81,-110,Engagement
C01201,2025-05-15,False,True,2025-05-15,211,211,Retained
C01202,2024-12-23,False,False,2024-12-23,354,354,Churned
C01203,2025-02-12,False,False,2025-02-12,303,303,Churned
C01204,2025-06-24,False,False,2025-06-24,171,171,Churned
C01205,2025-08-23,True,False,2025-08-29,111,105,Dormant
C01206,2025-04-19,True,False,2025-05-01,237,225,Dormant
C01207,2024-12-22,True,False,2024-12-22,355,355,Dormant
C01208,2025-09-18,False,True,2025-09-18,85,85,Retained
C01209,2025-08-10,True,True,2025-08-15,124,119,Retained
C01210,2025-04-28,True,True,2025-05-07,228,219,Retained
C01211,2025-10-24,True,False,2025-11-01,49,41,Dormant
C01212,2025-12-05,False,True,2025-12-05,7,7,Retained
C01213,2025-09-20,False,True,2025-09-20,83,83,Retained
C01214,2025-10-27,True,False,2025-11-03,46,39,Dormant
C01215,2025-01-07,True,True,2025-01-08,339,338,Retained
C01216,2025-11-23,True,False,2025-11-24,19,18,Engagement
C01217,2025-05-20,False,True,2025-06-27,206,168,Retained
C01218,2025-03-03,True,False,2025-03-08,284,279,Dormant
C01219,2025-03-09,True,True,2025-04-28,278,228,Retained
C01220,2025-10-10,True,True,2026-03-22,63,-100,Retained
C01221,2025-06-07,True,False,2025-06-14,188,181,Dormant
C01222,2025-07-21,True,True,2025-08-01,144,133,Retained
C01223,2025-04-21,False,True,2025-04-21,235,235,Retained
C01224,2025-10-22,True,False,2025-10-29,51,44,Dormant
C01225,2025-04-19,False,False,2025-04-19,237,237,Churned
C01226,2025-11-15,True,False,2025-11-23,27,19,Engagement
C01227,2025-01-17,False,False,2025-02-17,329,298,Churned
C01228,2025-02-03,True,True,2025-02-16,312,299,Retained
C01229,2025-08-25,True,False,2025-09-07,109,96,Dormant
C01230,2025-01-11,False,False,2025-01-11,335,335,Churned
C01231,2025-03-27,True,False,2025-05-14,260,212,Dormant
C01232,2025-01-01,False,False,2025-02-13,345,302,Churned
C01233,2025-01-25,True,False,2025-01-29,321,317,Dormant
C01234,2025-08-31,False,False,2025-12-24,103,-12,Churned
C01235,2025-04-22,True,False,2025-04-22,234,234,Dormant
C01236,2025-11-16,True,True,2025-11-18,26,24,Retained
C01237,2025-09-27,True,True,2025-10-02,76,71,Retained
C01238,2025-03-02,True,False,2025-03-09,285,278,Dormant
C01239,2025-11-28,True,False,2025-12-11,14,1,Engagement
C01240,2025-11-11,True,False,2025-11-23,31,19,Engagement
C01241,2025-12-07,True,False,2026-03-20,5,-98,Engagement
C01242,2025-07-17,False,False,2025-07-17,148,148,Churned
C01243,2025-07-03,True,False,2025-11-29,162,13,Engagement
C01244,2025-12-08,True,False,2025-12-21,4,-9,Engagement
C01245,2025-04-22,True,False,2025-04-27,234,229,Dormant
C01246,2025-10-24,True,True,2025-11-03,49,39,Retained
C01247,2025-03-04,True,True,2025-03-16,283,271,Retained
C01248,2025-06-28,True,False,2025-11-17,167,25,Engagement
C01249,2025-07-19,False,False,2025-07-19,146,146,Churned
C01250,2025-11-30,False,False,2025-11-30,12,12,Acquisition
C01251,2025-05-09,True,False,2025-05-17,217,209,Dormant
C01252,2025-05-11,False,True,2025-05-11,215,215,Retained
C01253,2025-06-09,True,True,2025-06-11,186,184,Retained
C01254,2025-09-13,True,False,2025-09-25,90,78,Dormant
C01255,2025-06-28,True,False,2025-07-10,167,155,Dormant
C01256,2025-05-21,False,False,2025-10-08,205,65,Churned
C01257,2025-04-11,False,False,2025-04-11,245,245,Churned
C01258,2025-03-04,False,False,2025-03-04,283,283,Churned
C01259,2025-10-07,True,False,2025-10-12,66,61,Dormant
C01260,2025-04-01,False,False,2025-10-04,255,69,Churned
C01261,2025-01-29,False,False,2025-01-29,317,317,Churned
C01262,2025-02-19,False,True,2025-08-03,296,131,Retained
C01263,2025-08-26,True,False,2025-08-28,108,106,Dormant
C01264,2025-09-15,False,True,2025-10-29,88,44,Retained
C01265,2025-07-12,True,True,2025-07-20,153,145,Retained
C01266,2025-08-28,True,False,2025-09-05,106,98,Dormant
C01267,2025-09-14,True,False,2025-09-18,89,85,Dormant
C01268,2024-12-20,True,False,2024-12-27,357,350,Dormant
C01269,2025-11-09,False,True,2025-12-12,33,0,Retained
C01270,2025-11-29,True,False,2025-12-12,13,0,Engagement
C01271,2025-01-07,True,False,2025-01-21,339,325,Dormant
C01272,2025-07-14,False,True,2025-07-14,151,151,Retained
C01273,2025-07-23,True,True,2025-11-28,142,14,Retained
C01274,2025-02-07,True,True,2025-03-13,308,274,Retained
C01275,2025-03-27,False,False,2025-03-27,260,260,Churned
C01276,2025-03-21,True,False,2025-03-23,266,264,Dormant
C01277,2025-03-04,True,False,2025-03-07,283,280,Dormant
C01278,2025-07-09,True,False,2025-07-22,156,143,Dormant
C01279,2024-12-23,False,True,2024-12-23,354,354,Retained
C01280,2025-01-28,True,False,2025-02-09,318,306,Dormant
C01281,2025-01-13,False,False,2025-01-13,333,333,Churned
C01282,2025-07-08,True,True,2025-07-22,157,143,Retained
C01283,2025-10-28,False,False,2025-10-28,45,45,Churned
C01284,2025-10-07,False,True,2025-10-07,66,66,Retained
C01285,2025-11-07,True,False,2025-11-13,35,29,Engagement
C01286,2025-05-09,True,False,2025-05-10,217,216,Dormant
C01287,2025-05-27,False,True,2025-05-27,199,199,Retained
C01288,2025-04-05,False,False,2025-06-20,251,175,Churned
C01289,2025-01-25,True,False,2025-02-06,321,309,Dormant
C01290,2025-08-23,True,True,2025-08-27,111,107,Retained
C01291,2025-08-22,False,False,2025-08-22,112,112,Churned
C01292,2025-06-18,True,False,2025-06-22,177,173,Dormant
C01293,2025-01-09,True,False,2025-01-16,337,330,Dormant
C01294,2025-09-10,False,False,2025-09-10,93,93,Churned
C01295,2025-09-15,True,False,2025-09-17,88,86,Dormant
C01296,2025-10-05,True,True,2025-10-17,68,56,Retained
C01297,2025-05-25,False,True,2025-05-25,201,201,Retained
C01298,2024-12-31,True,True,2025-01-12,346,334,Retained
C01299,2025-02-11,True,False,2025-06-08,304,187,Dormant
C01300,2025-06-01,True,False,2025-06-04,194,191,Dormant
C01301,2025-03-27,True,False,2025-04-07,260,249,Dormant
C01302,2025-10-27,True,True,2025-11-06,46,36,Retained
C01303,2025-05-17,False,False,2025-05-17,209,209,Churned
C01304,2025-07-21,False,False,2025-10-10,144,63,Churned
C01305,2025-08-21,True,False,2025-08-26,113,108,Dormant
C01306,2025-12-07,False,False,2026-04-13,5,-122,Acquisition
C01307,2025-03-05,False,False,2025-03-05,282,282,Churned
C01308,2025-07-24,False,False,2026-02-09,141,-59,Churned
C01309,2025-05-29,False,False,2025-09-03,197,100,Churned
C01310,2025-06-11,False,False,2025-06-11,184,184,Churned
C01311,2025-03-11,False,False,2025-03-11,276,276,Churned
C01312,2025-02-03,True,False,2025-02-04,312,311,Dormant
C01313,2024-12-23,False,False,2024-12-23,354,354,Churned
C01314,2025-03-23,True,True,2025-04-04,264,252,Retained
C01315,2025-09-24,True,True,2025-09-28,79,75,Retained
C01316,2025-04-10,True,False,2025-04-24,246,232,Dormant
C01317,2025-11-26,False,False,2025-11-26,16,16,Churned
C01318,2025-01-16,True,False,2025-07-15,330,150,Dormant
C01319,2025-05-08,True,True,2025-05-22,218,204,Retained
C01320,2025-06-07,True,True,2025-07-05,188,160,Retained
C01321,2024-12-25,True,True,2025-03-16,352,271,Retained
C01322,2025-05-14,False,False,2025-05-14,212,212,Churned
C01323,2025-09-03,False,False,2025-09-03,100,100,Churned
C01324,2025-09-22,False,False,2025-09-22,81,81,Churned
C01325,2025-03-29,True,False,2025-04-04,258,252,Dormant
C01326,2025-06-10,False,True,2025-11-29,185,13,Retained
C01327,2025-10-05,False,False,2025-10-05,68,68,Churned
C01328,2025-03-27,True,True,2025-04-02,260,254,Retained
C01329,2025-03-05,True,True,2025-03-12,282,275,Retained
C01330,2025-01-03,False,False,2025-01-03,343,343,Churned
C01331,2025-05-06,False,False,2025-05-06,220,220,Churned
C01332,2025-11-07,False,True,2025-11-07,35,35,Retained
C01333,2025-09-18,True,True,2025-09-25,85,78,Retained
C01334,2025-02-04,False,False,2025-02-04,311,311,Churned
C01335,2025-04-07,True,False,2025-04-11,249,245,Dormant
C01336,2025-10-18,True,False,2025-10-19,55,54,Dormant
C01337,2025-03-25,False,False,2025-03-25,262,262,Churned
C01338,2025-01-13,False,True,2025-06-26,333,169,Retained
C01339,2025-09-03,False,False,2025-09-03,100,100,Churned
C01340,2025-11-02,True,False,2025-11-05,40,37,Dormant
C01341,2025-07-28,True,False,2025-08-04,137,130,Dormant
C01342,2025-11-01,True,False,2025-12-17,41,-5,Engagement
C01343,2025-04-02,True,False,2025-04-06,254,250,Dormant
C01344,2025-06-16,True,False,2025-06-18,179,177,Dormant
C01345,2025-11-18,True,False,2026-02-27,24,-77,Engagement
C01346,2025-03-30,False,False,2025-03-30,257,257,Churned
C01347,2025-05-29,True,False,2025-11-23,197,19,Engagement
C01348,2025-03-18,True,False,2025-09-17,269,86,Dormant
C01349,2025-03-25,True,True,2025-05-02,262,224,Retained
C01350,2025-02-02,True,False,2025-02-15,313,300,Dormant
C01351,2025-09-21,True,False,2026-01-04,82,-23,Engagement
C01352,2025-05-25,True,False,2025-05-29,201,197,Dormant
C01353,2025-06-02,True,True,2025-06-10,193,185,Retained
C01354,2025-08-20,False,False,2026-02-22,114,-72,Churned
C01355,2025-07-07,True,True,2025-09-27,158,76,Retained
C01356,2025-09-10,True,False,2025-09-13,93,90,Dormant
C01357,2025-04-23,True,False,2025-04-28,233,228,Dormant
C01358,2025-10-05,True,True,2025-11-20,68,22,Retained
C01359,2025-09-13,True,False,2025-09-20,90,83,Dormant
C01360,2025-04-12,True,False,2025-10-11,244,62,Dormant
C01361,2025-02-08,True,False,2025-02-14,307,301,Dormant
C01362,2024-12-16,False,False,2024-12-16,361,361,Churned
C01363,2025-03-10,True,False,2025-03-20,277,267,Dormant
C01364,2025-07-25,False,False,2025-07-25,140,140,Churned
C01365,2025-03-15,False,False,2025-03-15,272,272,Churned
C01366,2025-03-04,False,False,2025-03-04,283,283,Churned
C01367,2025-05-04,True,False,2025-10-28,222,45,Dormant
C01368,2025-10-18,False,True,2025-10-18,55,55,Retained
